# matRad default HU lookup table
# 
# First column:    Hounsfield values (typically -1000...+3000)
# Second column:   Relative electron densities(photons) or stopping power (particles)
-747	0.261564000000000
9	1.01269800000000
2996	0.000100000000000000
2997	0.0641760000000000
2998	0.128352000000000
2999	0.192527000000000
3000	0.256703000000000
3001	0.320879000000000
3002	0.385054000000000
3003	0.449229000000000
3004	0.513405000000000
3005	0.577581000000000
3006	0.641757000000000
3007	0.705933000000000
3008	0.770108000000000
3009	0.834284000000000
3010	0.898460000000000
3011	0.962636000000000
3012	1.02680700000000
3013	1.09098600000000
3014	1.15516600000000
